Id,SalePrice
1830,235528.78
1831,272414.6
1832,175189.56
1833,198452.38
1834,199513.16
1835,196910.1
1836,214375.58
1837,156792.33
1838,202050.4
1839,178671.52
1840,176910.89
1841,170948.23
1842,147732.6
1843,206341.31
1844,152845.58
1845,175488.81
1846,174038.73
1847,211881.7
1848,124381.7
1849,169652.89
1850,156743.78
1851,240563.11
1852,200830.42
1853,135915.77
1854,215580.94
1855,173715.81
1856,235153.56
1857,236950.1
1858,191504.12
1859,154090.5
1860,159980.86
1861,152651.38
1862,337102.56
1863,333309.88
1864,333309.88
1865,284264.34
1866,310323.1
1867,292019.7
1868,303883.03
1869,216646.14
1870,290190.8
1871,278513.0
1872,188053.19
1873,228511.72
1874,213495.42
1875,250108.14
1876,209531.47
1877,222642.16
1878,236640.67
1879,147190.64
1880,194825.73
1881,274790.38
1882,269888.1
1883,223480.4
1884,233501.89
1885,254926.66
1886,297543.38
1887,222461.72
1888,316300.62
1889,180511.94
1890,204014.02
1891,154058.14
1892,141468.28
1893,179577.2
1894,195632.25
1895,174066.2
1896,200282.89
1897,157358.14
1898,189789.33
1899,223192.42
1900,214177.53
1901,235118.58
1902,159504.88
1903,272421.1
1904,211637.02
1905,254452.8
1906,241534.8
1907,235293.69
1908,172666.78
1909,184535.27
1910,177998.81
1911,266550.38
1912,340424.8
1913,240067.14
1914,179464.52
1915,282103.25
1916,118953.12
1917,307221.9
1918,186721.47
1919,217016.38
1920,214005.28
1921,409798.72
1922,315093.2
1923,261553.73
1924,231025.33
1925,249806.3
1926,367735.66
1927,196230.22
1928,183652.5
1929,177679.67
1930,149598.17
1931,201217.14
1932,168254.03
1933,261276.58
1934,200743.19
1935,181013.2
1936,205423.8
1937,218531.73
1938,199604.9
1939,246277.33
1940,208308.97
1941,208761.95
1942,198784.69
1943,211415.3
1944,308534.66
1945,335753.47
1946,217857.89
1947,263012.44
1948,220991.89
1949,295209.22
1950,224614.1
1951,273292.47
1952,227990.67
1953,174706.73
1954,271343.75
1955,209984.25
1956,352155.56
1957,200505.42
1958,323638.88
1959,187556.94
1960,194593.33
1961,156705.62
1962,112891.08
1963,148083.75
1964,138511.81
1965,202211.61
1966,194729.92
1967,302937.16
1968,426342.9
1969,364671.72
1970,366374.56
1971,337297.12
1972,314890.4
1973,297091.25
1974,306483.88
1975,401917.75
1976,286308.44
1977,337492.44
1978,365874.28
1979,327393.9
1980,208766.4
1981,290261.06
1982,234210.83
1983,210441.58
1984,187893.16
1985,234040.55
1986,235359.19
1987,188833.27
1988,204655.53
1989,213594.88
1990,247214.95
1991,275300.3
1992,218624.19
1993,183202.97
1994,249807.6
1995,220344.31
1996,267409.03
1997,316299.44
1998,352611.3
1999,248367.48
2000,358974.0
2001,294450.9
2002,276344.4
2003,296082.44
2004,291428.1
2005,237736.92
2006,252870.25
2007,290894.75
2008,232320.94
2009,208202.75
2010,218799.22
2011,183497.5
2012,211301.39
2013,206115.9
2014,204799.25
2015,214168.52
2016,214808.9
2017,211710.39
2018,157659.1
2019,199083.6
2020,139403.53
2021,139222.75
2022,208717.8
2023,193114.45
2024,217736.84
2025,294657.25
2026,185714.86
2027,164111.6
2028,188224.12
2029,175220.95
2030,247582.08
2031,208480.75
2032,227461.6
2033,228481.39
2034,166555.7
2035,214812.05
2036,195383.38
2037,197234.22
2038,245228.27
2039,201114.06
2040,307906.53
2041,319798.4
2042,218405.27
2043,240407.94
2044,225203.1
2045,293091.28
2046,239160.97
2047,207681.19
2048,198673.6
2049,204708.6
2050,245212.17
2051,139960.52
2052,163599.06
2053,208107.25
2054,164023.17
2055,220352.44
2056,219529.48
2057,145372.4
2058,281196.12
2059,164891.16
2060,220890.77
2061,232679.23
2062,160364.45
2063,187876.88
2064,209962.97
2065,161296.36
2066,211338.03
2067,175633.0
2068,191124.34
2069,177932.55
2070,194495.11
2071,167678.83
2072,207506.33
2073,198054.11
2074,249670.97
2075,210969.27
2076,203413.31
2077,206128.67
2078,149163.22
2079,212763.69
2080,188572.25
2081,154647.61
2082,180555.16
2083,215772.75
2084,187014.11
2085,157661.8
2086,191165.89
2087,217857.31
2088,139921.14
2089,121380.58
2090,198314.16
2091,215878.52
2092,217982.62
2093,197001.3
2094,184165.44
2095,225036.61
2096,177298.38
2097,164102.98
2098,265594.38
2099,129913.47
2100,154876.44
2101,180401.16
2102,212682.83
2103,189512.03
2104,202030.53
2105,191272.52
2106,144454.25
2107,290514.4
2108,188833.6
2109,187328.28
2110,188207.33
2111,230841.3
2112,188357.05
2113,186432.38
2114,194538.92
2115,224285.62
2116,192737.95
2117,209995.75
2118,168611.11
2119,185261.53
2120,185873.27
2121,180639.16
2122,189253.05
2123,175677.78
2124,237524.25
2125,200734.6
2126,201713.1
2127,250015.3
2128,225367.12
2129,187281.62
2130,226694.11
2131,249530.6
2132,220308.02
2133,200778.47
2134,197026.48
2135,199955.23
2136,142541.83
2137,209454.62
2138,189726.98
2139,171382.33
2140,202067.06
2141,191445.58
2142,162326.33
2143,156476.25
2144,156769.98
2145,194251.88
2146,219901.98
2147,188104.23
2148,250413.86
2149,239042.56
2150,260994.73
2151,143536.53
2152,245070.11
2153,241137.97
2154,139989.73
2155,206273.55
2156,286587.1
2157,232722.58
2158,251455.78
2159,233822.33
2160,193873.5
2161,284046.7
2162,390420.0
2163,307725.03
2164,264495.25
2165,242386.56
2166,217799.23
2167,212982.69
2168,217633.72
2169,213449.48
2170,226594.62
2171,195379.81
2172,203415.12
2173,221873.75
2174,262548.28
2175,297657.1
2176,326711.38
2177,252746.17
2178,221447.61
2179,147973.98
2180,278953.6
2181,220399.92
2182,288468.44
2183,226441.53
2184,161406.5
2185,139800.72
2186,199634.78
2187,210636.36
2188,210425.16
2189,232260.16
2190,127562.695
2191,128512.68
2192,124296.28
2193,177456.55
2194,184789.45
2195,147050.6
2196,183870.72
2197,193637.0
2198,234586.33
2199,256681.73
2200,204239.23
2201,202398.92
2202,260656.16
2203,197721.48
2204,271026.84
2205,159289.17
2206,170147.67
2207,288135.4
2208,315799.88
2209,238630.19
2210,165776.36
2211,196304.61
2212,189146.88
2213,196324.83
2214,172492.52
2215,196391.34
2216,208436.17
2217,138893.31
2218,184720.8
2219,165151.73
2220,170512.77
2221,283822.72
2222,234432.56
2223,326727.16
2224,273793.12
2225,186266.23
2226,226204.98
2227,215245.5
2228,286728.0
2229,247778.84
2230,183419.45
2231,261096.55
2232,211708.1
2233,168380.72
2234,243521.48
2235,234850.27
2236,275971.75
2237,362219.72
2238,245265.73
2239,169804.9
2240,180899.88
2241,227128.27
2242,185619.34
2243,184880.34
2244,159145.45
2245,156514.8
2246,196067.58
2247,165559.16
2248,180980.92
2249,182936.75
2250,200907.27
2251,187807.7
2252,249063.16
2253,183091.83
2254,205536.11
2255,207050.73
2256,195915.22
2257,222298.0
2258,200768.53
2259,202269.83
2260,223414.2
2261,206186.38
2262,221681.55
2263,335575.62
2264,390786.12
2265,217707.05
2266,258629.17
2267,340479.75
2268,341260.56
2269,181540.6
2270,236663.44
2271,263646.06
2272,208813.22
2273,220899.8
2274,197079.03
2275,193751.81
2276,211921.72
2277,258053.72
2278,212408.02
2279,149944.14
2280,193808.52
2281,188936.16
2282,214433.67
2283,149457.92
2284,137137.08
2285,184984.19
2286,174291.77
2287,286561.6
2288,297447.38
2289,414915.53
2290,359103.7
2291,310183.38
2292,403413.72
2293,367347.8
2294,354404.53
2295,369787.66
2296,296109.75
2297,310532.22
2298,261695.89
2299,372332.56
2300,326656.9
2301,290128.47
2302,281066.78
2303,261388.97
2304,270549.5
2305,190861.5
2306,182942.72
2307,187875.23
2308,233851.86
2309,240425.05
2310,216803.14
2311,195142.52
2312,197567.34
2313,197790.77
2314,198982.98
2315,190663.94
2316,234456.22
2317,203578.56
2318,201428.98
2319,196810.05
2320,246944.62
2321,262610.47
2322,189020.0
2323,188751.44
2324,179525.61
2325,226692.44
2326,192943.39
2327,248330.62
2328,246678.2
2329,210601.7
2330,201993.3
2331,365069.16
2332,324183.9
2333,315711.5
2334,279627.94
2335,251954.28
2336,336236.5
2337,270388.97
2338,308164.0
2339,243251.06
2340,367749.3
2341,250767.95
2342,248870.22
2343,228208.6
2344,280254.9
2345,273942.8
2346,244695.16
2347,221824.42
2348,242214.64
2349,197728.0
2350,292756.7
2351,269687.28
2352,296515.34
2353,275180.0
2354,174367.5
2355,186584.22
2356,178211.86
2357,226111.64
2358,226825.2
2359,144873.8
2360,139938.3
2361,189724.36
2362,253659.16
2363,163481.33
2364,216846.88
2365,232927.17
2366,202310.53
2367,226047.08
2368,214530.86
2369,231281.88
2370,172927.53
2371,179494.3
2372,220324.38
2373,287950.47
2374,295557.97
2375,238675.61
2376,294117.84
2377,347306.1
2378,214943.67
2379,252188.25
2380,184466.2
2381,182948.88
2382,243621.95
2383,278209.4
2384,280691.5
2385,215871.77
2386,156608.75
2387,203634.58
2388,176072.14
2389,169763.89
2390,175983.72
2391,194355.23
2392,189626.39
2393,223864.34
2394,153193.33
2395,276240.9
2396,184504.38
2397,263272.56
2398,205967.56
2399,116355.91
2400,114750.68
2401,177011.5
2402,208322.02
2403,220895.33
2404,203436.4
2405,168032.56
2406,207946.86
2407,183714.08
2408,202686.7
2409,163215.72
2410,239633.52
2411,155355.33
2412,222168.7
2413,161962.31
2414,210829.95
2415,197581.8
2416,211414.61
2417,201406.7
2418,192601.56
2419,158444.28
2420,153008.75
2421,217865.39
2422,162327.61
2423,208062.05
2424,222522.45
2425,312098.5
2426,221648.22
2427,224879.58
2428,198512.97
2429,192063.92
2430,186976.03
2431,156890.47
2432,202981.48
2433,207065.58
2434,158529.36
2435,176308.67
2436,167599.75
2437,140839.89
2438,146016.33
2439,189188.8
2440,201038.89
2441,146930.36
2442,172628.97
2443,197734.0
2444,198859.97
2445,166795.25
2446,236980.39
2447,278383.94
2448,225076.1
2449,186479.6
2450,246972.66
2451,197327.1
2452,286000.25
2453,166179.55
2454,199675.83
2455,199506.36
2456,204589.94
2457,204497.39
2458,180009.39
2459,184644.86
2460,179003.5
2461,192246.31
2462,204737.22
2463,195774.19
2464,266589.53
2465,222495.86
2466,166773.3
2467,211225.23
2468,139198.36
2469,134673.3
2470,254261.88
2471,279332.22
2472,241639.64
2473,178573.17
2474,168510.1
2475,283913.34
2476,177630.58
2477,150492.19
2478,190785.23
2479,145524.34
2480,210986.8
2481,154112.6
2482,183949.16
2483,138807.6
2484,160761.2
2485,192161.67
2486,184873.77
2487,206849.45
2488,223028.48
2489,182422.0
2490,210513.55
2491,189891.78
2492,201994.36
2493,226290.36
2494,212291.2
2495,145880.69
2496,319591.38
2497,222180.19
2498,144666.88
2499,140121.73
2500,172616.45
2501,209517.61
2502,219732.28
2503,155107.34
2504,229629.61
2505,239978.14
2506,299297.34
2507,329523.47
2508,299171.78
2509,253655.06
2510,242137.27
2511,212081.66
2512,220567.16
2513,223613.86
2514,270308.0
2515,183292.0
2516,222040.97
2517,203252.6
2518,170954.9
2519,228097.23
2520,217223.14
2521,220926.34
2522,229499.61
2523,151764.34
2524,146271.47
2525,203308.73
2526,150683.89
2527,140105.67
2528,208893.2
2529,149621.81
2530,186774.98
2531,251650.97
2532,242001.84
2533,213268.44
2534,249175.8
2535,303888.38
2536,263118.3
2537,236405.95
2538,205298.1
2539,213297.84
2540,202102.05
2541,198966.06
2542,192565.95
2543,145458.95
2544,199653.2
2545,219289.14
2546,208294.5
2547,182587.19
2548,221514.34
2549,181845.56
2550,293702.44
2551,157315.58
2552,185403.69
2553,118642.32
2554,183544.47
2555,199893.95
2556,136254.06
2557,155118.6
2558,234370.39
2559,164381.9
2560,200700.5
2561,192628.52
2562,192923.38
2563,215412.22
2564,255586.3
2565,149496.39
2566,228556.48
2567,156531.23
2568,223625.33
2569,266249.94
2570,167071.77
2571,231517.02
2572,178972.06
2573,256643.03
2574,264117.22
2575,202553.88
2576,221931.98
2577,236114.77
2578,176506.83
2579,124041.43
2580,239861.31
2581,191388.84
2582,187692.62
2583,251244.19
2584,202886.61
2585,241801.5
2586,210305.19
2587,221420.38
2588,207293.97
2589,188816.98
2590,233274.69
2591,277131.72
2592,248332.55
2593,264053.5
2594,229519.36
2595,210341.56
2596,343680.1
2597,219785.2
2598,261229.38
2599,254137.4
2600,263130.1
2601,159057.25
2602,119082.54
2603,116924.875
2604,149510.2
2605,111680.1
2606,155734.55
2607,231274.38
2608,258493.61
2609,220748.67
2610,168691.45
2611,149424.19
2612,220240.64
2613,187516.34
2614,193924.95
2615,180308.28
2616,192150.2
2617,243869.06
2618,255928.34
2619,270293.47
2620,194550.56
2621,215112.23
2622,207638.44
2623,272683.28
2624,311452.4
2625,324992.62
2626,234686.69
2627,199475.47
2628,319960.5
2629,416949.6
2630,299197.3
2631,340611.06
2632,333066.25
2633,266631.38
2634,365747.16
2635,201226.53
2636,224972.45
2637,174333.2
2638,256437.19
2639,248827.11
2640,217289.9
2641,145212.02
2642,215915.53
2643,139071.19
2644,193564.33
2645,163398.69
2646,120549.96
2647,125703.08
2648,160477.86
2649,219629.98
2650,195846.7
2651,174958.69
2652,354481.53
2653,285964.8
2654,297789.94
2655,341016.4
2656,275958.94
2657,288374.38
2658,262686.66
2659,311207.8
2660,336888.78
2661,306884.56
2662,312427.53
2663,304105.94
2664,229956.11
2665,294882.7
2666,245727.03
2667,193605.47
2668,209453.3
2669,190902.23
2670,294870.9
2671,206598.42
2672,198535.56
2673,208985.5
2674,212822.61
2675,177121.42
2676,206798.06
2677,215598.42
2678,291609.6
2679,293185.38
2680,300404.06
2681,326192.78
2682,324535.25
2683,433603.28
2684,327316.28
2685,331489.38
2686,265627.5
2687,345668.8
2688,235768.55
2689,233405.02
2690,431434.1
2691,211395.84
2692,169958.31
2693,210906.9
2694,182298.66
2695,219009.28
2696,207126.58
2697,222872.72
2698,210814.98
2699,183067.53
2700,178307.3
2701,186453.34
2702,161231.89
2703,209371.44
2704,215926.52
2705,150977.78
2706,199166.55
2707,206297.02
2708,193168.84
2709,186629.22
2710,189770.2
2711,294526.8
2712,335297.78
2713,178246.3
2714,172645.88
2715,182670.25
2716,176298.84
2717,202329.53
2718,252217.86
2719,211021.3
2720,230750.58
2721,166496.02
2722,197611.36
2723,215796.08
2724,178666.28
2725,160767.03
2726,200668.36
2727,225846.66
2728,230754.4
2729,215910.58
2730,208944.23
2731,192713.64
2732,211796.31
2733,225787.25
2734,231352.6
2735,159180.02
2736,222685.86
2737,197920.58
2738,206238.69
2739,199697.47
2740,205563.0
2741,179047.8
2742,222232.25
2743,186302.88
2744,226742.19
2745,208209.31
2746,206031.12
2747,222006.58
2748,197428.94
2749,163087.42
2750,198906.33
2751,192352.11
2752,287112.62
2753,198035.39
2754,319150.47
2755,215705.23
2756,199027.86
2757,139928.17
2758,168925.4
2759,225490.05
2760,196490.45
2761,167518.88
2762,169061.19
2763,256658.56
2764,185934.77
2765,329113.97
2766,220407.28
2767,137558.9
2768,189962.95
2769,153550.2
2770,211464.52
2771,183996.0
2772,140750.23
2773,270136.62
2774,226964.39
2775,210455.17
2776,235480.5
2777,215142.55
2778,188090.62
2779,234049.53
2780,149932.58
2781,188759.02
2782,134392.89
2783,160036.8
2784,187048.17
2785,216425.86
2786,129156.945
2787,205995.12
2788,127702.06
2789,283130.22
2790,182496.0
2791,169987.0
2792,125120.25
2793,263411.47
2794,152691.25
2795,194592.5
2796,147418.0
2797,254494.56
2798,182306.1
2799,208064.62
2800,129428.34
2801,185966.7
2802,179928.05
2803,237051.1
2804,188525.2
2805,188407.42
2806,134758.2
2807,178745.33
2808,216023.88
2809,196914.58
2810,200600.23
2811,177576.83
2812,186313.95
2813,231271.1
2814,222244.28
2815,162602.08
2816,313360.0
2817,200030.48
2818,192827.88
2819,168816.98
2820,175662.95
2821,164891.84
2822,326060.94
2823,395105.1
2824,215340.42
2825,229049.52
2826,211995.55
2827,180072.8
2828,220158.98
2829,280128.7
2830,259886.69
2831,208521.3
2832,244562.8
2833,298264.44
2834,223578.58
2835,239153.2
2836,205535.02
2837,197071.8
2838,217344.16
2839,203606.25
2840,233670.97
2841,226870.08
2842,232804.12
2843,184697.22
2844,231587.9
2845,191214.8
2846,222788.9
2847,201030.06
2848,247660.19
2849,241002.08
2850,305713.44
2851,263524.03
2852,283183.75
2853,248333.66
2854,148914.78
2855,226765.55
2856,227640.11
2857,205793.1
2858,227778.86
2859,207454.28
2860,130306.5
2861,169320.3
2862,208676.22
2863,157787.5
2864,250607.0
2865,158687.14
2866,193103.55
2867,174468.53
2868,172210.62
2869,187644.58
2870,180102.5
2871,150434.17
2872,121108.875
2873,194455.84
2874,183893.05
2875,187235.39
2876,215951.02
2877,215376.81
2878,252237.75
2879,192588.47
2880,158011.39
2881,200396.23
2882,237303.94
2883,249577.3
2884,285013.12
2885,264561.66
2886,267597.72
2887,184308.17
2888,214881.52
2889,126699.12
2890,158139.11
2891,189008.14
2892,133640.6
2893,186823.98
2894,129851.19
2895,273025.44
2896,267692.06
2897,259729.36
2898,217327.62
2899,250541.47
2900,194698.42
2901,246654.81
2902,206766.03
2903,360938.28
2904,304503.66
2905,143083.78
2906,248062.23
2907,166360.25
2908,213888.0
2909,230077.58
2910,141205.08
2911,121313.086
2912,169135.58
2913,121000.16
2914,119065.82
2915,157018.19
2916,126364.77
2917,231525.89
2918,156638.3
2919,281237.16
